/usr/local/lib/python3.10/dist-packages/lerobot/policies/vqbet/vqbet_utils.py:1373: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  @autocast(enabled=False)
Loading VQ-BeT from lerobot/vqbet_pusht (manual config patch)...
number of parameters: 26.00M
  Loaded: 37,515,530 params on cuda
/usr/local/lib/python3.10/dist-packages/pygame/pkgdata.py:25: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import resource_stream, resource_exists
  Sanity check action: [0.04 0.81]
  Action range: [0.0, 0.8]
  Actions appear NORMALIZED [-1,1]
  Action unnorm: min=[12. 25.], max=[511. 511.]
  State norm: min=[13.5 32.9], max=[496.1 511. ]

==================================================
  no_contract (200 episodes)
==================================================
  Ep 95: OK | cov=0.970 | steps=143 | viol=  8 | 0.6s
  Ep 96: OK | cov=0.973 | steps=291 | viol= 14 | 1.2s
  Ep 97: OK | cov=0.958 | steps=162 | viol=  8 | 0.7s
  Ep 98: OK | cov=0.984 | steps=152 | viol=  6 | 0.6s
  Ep 99: -- | cov=0.917 | steps=300 | viol=  2 | 1.2s
  Ep 100: -- | cov=0.950 | steps=300 | viol= 21 | 1.2s
  Ep 101: -- | cov=0.945 | steps=300 | viol= 22 | 1.2s
  Ep 102: -- | cov=0.913 | steps=300 | viol=  1 | 1.2s
  Ep 103: -- | cov=0.626 | steps=300 | viol=  0 | 1.2s
  Ep 104: OK | cov=0.951 | steps=189 | viol= 12 | 0.8s
  Ep 105: -- | cov=0.918 | steps=300 | viol= 16 | 1.2s
  Ep 106: -- | cov=0.027 | steps=300 | viol=  0 | 1.2s
  Ep 107: -- | cov=0.449 | steps=300 | viol= 23 | 1.2s
  Ep 108: -- | cov=0.509 | steps=300 | viol= 25 | 1.2s
  Ep 109: -- | cov=0.080 | steps=300 | viol=  0 | 1.2s
  Ep 110: OK | cov=0.958 | steps=121 | viol=  1 | 0.5s
  Ep 111: -- | cov=0.621 | steps=300 | viol= 16 | 1.2s
  Ep 112: OK | cov=0.957 | steps=240 | viol=  3 | 1.0s
  Ep 113: OK | cov=0.952 | steps=254 | viol=  8 | 1.0s
  Ep 114: OK | cov=0.973 | steps=130 | viol=  1 | 0.5s
  Ep 115: -- | cov=0.000 | steps=300 | viol=  0 | 1.2s
  Ep 116: OK | cov=0.955 | steps=125 | viol=  9 | 0.5s
  Ep 117: OK | cov=0.966 | steps=125 | viol=  4 | 0.5s
  Ep 118: OK | cov=0.952 | steps=153 | viol=  1 | 0.6s
  Ep 119: OK | cov=0.953 | steps=187 | viol=  1 | 0.8s
  Ep 120: OK | cov=0.953 | steps= 97 | viol=  3 | 0.4s
  Ep 121: OK | cov=0.977 | steps=144 | viol=  6 | 0.7s
  Ep 122: OK | cov=0.953 | steps=119 | viol=  2 | 0.6s
  Ep 123: OK | cov=0.959 | steps= 58 | viol=  0 | 0.3s
  Ep 124: OK | cov=0.970 | steps=111 | viol=  4 | 0.5s
  Ep 125: OK | cov=0.955 | steps=139 | viol=  4 | 0.7s
  Ep 126: -- | cov=0.000 | steps=300 | viol=  7 | 1.3s
  Ep 127: OK | cov=0.954 | steps=192 | viol=  1 | 0.8s
  Ep 128: OK | cov=0.958 | steps=127 | viol=  3 | 0.5s
  Ep 129: OK | cov=0.951 | steps= 88 | viol=  4 | 0.4s
  Ep 130: OK | cov=0.974 | steps=276 | viol= 11 | 1.1s
  Ep 131: OK | cov=0.966 | steps=241 | viol=  2 | 1.0s
  Ep 132: OK | cov=0.963 | steps= 94 | viol=  4 | 0.4s
  Ep 133: -- | cov=0.193 | steps=300 | viol= 21 | 1.2s
  Ep 134: OK | cov=0.952 | steps=221 | viol= 12 | 0.9s
  Ep 135: -- | cov=0.929 | steps=300 | viol= 57 | 1.2s
  Ep 136: OK | cov=0.957 | steps=115 | viol=  3 | 0.5s
  Ep 137: OK | cov=0.950 | steps=176 | viol=  7 | 0.7s
  Ep 138: -- | cov=0.000 | steps=300 | viol=  0 | 1.2s
  Ep 139: OK | cov=0.953 | steps=176 | viol=  4 | 0.7s
  Ep 140: OK | cov=0.957 | steps=124 | viol=  0 | 0.5s
  Ep 141: OK | cov=0.968 | steps= 71 | viol=  2 | 0.3s
  Ep 142: -- | cov=0.365 | steps=300 | viol=  3 | 1.2s
  Ep 143: OK | cov=0.965 | steps=112 | viol=  6 | 0.5s
  Ep 144: OK | cov=0.960 | steps=261 | viol= 20 | 1.1s
  Ep 145: OK | cov=0.952 | steps=143 | viol=  2 | 0.6s
  Ep 146: OK | cov=0.964 | steps=300 | viol= 12 | 1.3s
  Ep 147: -- | cov=0.942 | steps=300 | viol= 31 | 1.2s
  Ep 148: OK | cov=0.962 | steps=149 | viol=  3 | 0.6s
  Ep 149: -- | cov=0.668 | steps=300 | viol=  8 | 1.2s
  Ep 150: -- | cov=0.000 | steps=300 | viol= 29 | 1.2s
  Ep 151: OK | cov=0.960 | steps=111 | viol=  2 | 0.5s
  Ep 152: -- | cov=0.934 | steps=300 | viol= 27 | 1.2s
  Ep 153: OK | cov=0.966 | steps=169 | viol=  2 | 0.7s
  Ep 154: -- | cov=0.031 | steps=300 | viol=  7 | 1.2s
  Ep 155: -- | cov=0.931 | steps=300 | viol= 25 | 1.2s
  Ep 156: OK | cov=0.962 | steps=174 | viol=  6 | 0.7s
  Ep 157: -- | cov=0.588 | steps=300 | viol= 36 | 1.2s
  Ep 158: OK | cov=0.963 | steps=275 | viol= 14 | 1.1s
  Ep 159: -- | cov=0.000 | steps=300 | viol=  2 | 1.2s
  Ep 160: -- | cov=0.689 | steps=300 | viol=  3 | 1.2s
  Ep 161: -- | cov=0.686 | steps=300 | viol= 11 | 1.2s
  Ep 162: OK | cov=0.953 | steps=158 | viol=  1 | 0.6s
  Ep 163: OK | cov=0.964 | steps=176 | viol=  8 | 0.7s
  Ep 164: -- | cov=0.938 | steps=300 | viol=  8 | 1.2s
  Ep 165: -- | cov=0.000 | steps=300 | viol=  1 | 1.7s
  Ep 166: OK | cov=0.957 | steps=226 | viol=  8 | 1.4s
  Ep 167: OK | cov=0.978 | steps=143 | viol=  3 | 0.9s
  Ep 168: -- | cov=0.678 | steps=300 | viol= 10 | 1.6s
  Ep 169: OK | cov=0.970 | steps=144 | viol=  2 | 0.7s
  Ep 170: OK | cov=0.969 | steps=257 | viol=  7 | 1.1s
  Ep 171: OK | cov=0.952 | steps=198 | viol=  9 | 0.8s
  Ep 172: -- | cov=0.199 | steps=300 | viol=  0 | 1.3s
  Ep 173: OK | cov=0.955 | steps=260 | viol= 15 | 1.1s
  Ep 174: OK | cov=0.956 | steps= 98 | viol=  4 | 0.4s
  Ep 175: OK | cov=0.952 | steps=134 | viol=  9 | 0.5s
  Ep 176: -- | cov=0.948 | steps=300 | viol= 18 | 1.2s
  Ep 177: -- | cov=0.608 | steps=300 | viol=  8 | 1.3s
  Ep 178: OK | cov=0.965 | steps=163 | viol=  8 | 0.7s
  Ep 179: OK | cov=0.960 | steps=200 | viol=  6 | 0.8s
  Ep 180: OK | cov=0.950 | steps=242 | viol= 19 | 1.0s
  Ep 181: OK | cov=0.963 | steps=102 | viol=  0 | 0.4s
  Ep 182: -- | cov=0.633 | steps=300 | viol=  9 | 1.2s
  Ep 183: OK | cov=0.952 | steps=114 | viol= 13 | 0.5s
  Ep 184: -- | cov=0.010 | steps=300 | viol= 34 | 1.2s
  Ep 185: OK | cov=0.959 | steps=112 | viol=  4 | 0.5s
  Ep 186: -- | cov=0.567 | steps=300 | viol=  5 | 1.2s
  Ep 187: OK | cov=0.957 | steps=128 | viol=  0 | 0.5s
  Ep 188: -- | cov=0.000 | steps=300 | viol= 11 | 1.2s
  Ep 189: OK | cov=0.955 | steps=154 | viol=  4 | 0.6s
  Ep 190: OK | cov=0.968 | steps=237 | viol=  2 | 1.0s
  Ep 191: OK | cov=0.964 | steps=168 | viol=  5 | 0.7s
  Ep 192: OK | cov=0.959 | steps=145 | viol=  4 | 0.6s
  Ep 193: -- | cov=0.947 | steps=300 | viol=  6 | 1.3s
  Ep 194: OK | cov=0.952 | steps=122 | viol=  4 | 0.5s
  Ep 195: OK | cov=0.959 | steps=176 | viol=  7 | 0.7s
  Ep 196: OK | cov=0.953 | steps=170 | viol=  1 | 0.7s
  Ep 197: OK | cov=0.962 | steps=146 | viol=  8 | 0.6s
  Ep 198: -- | cov=0.545 | steps=300 | viol=  5 | 1.3s
  Ep 199: OK | cov=0.954 | steps=226 | viol=  9 | 1.0s

==================================================
SUMMARY
  no_contract: 56% (113/200)
    CI: [0.496, 0.632], Violations: 0
  with_contract: 55% (109/200)
    CI: [0.476, 0.613], Violations: 1847
  Fisher p = 0.7628

Saved to /workspace/results/vqbet_pusht_200ep.json
